state,gadm_name,edgar_sector,ipcc_2006,year,KtCO2e
Tamaulipas,Tamaulipas,TRO,1.A.3.b,2023,4499.4735
Tamaulipas,Tamaulipas,WWT,4.D,2023,268.8346
Tamaulipas,Tamaulipas,AGS,3.C,2024,1498.875
Tamaulipas,Tamaulipas,AWB,3.C.1b,2024,101.8985
Tamaulipas,Tamaulipas,CHE,2.B,2024,124.0233
Tamaulipas,Tamaulipas,ENE,1.A.1.a,2024,12004.98
Tamaulipas,Tamaulipas,ENF,3.A.1,2024,1119.5138
Tamaulipas,Tamaulipas,IDE,5.A,2024,101.2228
Tamaulipas,Tamaulipas,IND,1.A.2,2024,531.1247
Tamaulipas,Tamaulipas,IRO,2.C,2024,0.0
Tamaulipas,Tamaulipas,MNM,3.A.2,2024,45.1659
Tamaulipas,Tamaulipas,N2O,3.C.5-6,2024,222.1989
Tamaulipas,Tamaulipas,NEU,2.D,2024,5.3117
Tamaulipas,Tamaulipas,NFE,2.C,2024,5.1409
Tamaulipas,Tamaulipas,NMM,2.A,2024,1.2216
Tamaulipas,Tamaulipas,PRO_FFF,1.B,2024,167.5526
Tamaulipas,Tamaulipas,PRU_SOL,2.D-2G,2024,878.5131
Tamaulipas,Tamaulipas,RCO,1.A.4,2024,1093.193
Tamaulipas,Tamaulipas,REF_TRF,1.A.1.bc,2024,3707.013
Tamaulipas,Tamaulipas,SWD_INC,4.C,2024,17.8898
Tamaulipas,Tamaulipas,SWD_LDF,4.A,2024,11204.238
Tamaulipas,Tamaulipas,TNR_Aviation_CDS,1.A.3.a,2024,8.0412
Tamaulipas,Tamaulipas,TNR_Aviation_CRS,1.A.3.a,2024,63.1881
Tamaulipas,Tamaulipas,TNR_Aviation_LTO,1.A.3.a,2024,11.2692
Tamaulipas,Tamaulipas,TNR_Other,1.A.3.ce,2024,84.9982
Tamaulipas,Tamaulipas,TNR_Ship,1.A.3.d,2024,313.2754
Tamaulipas,Tamaulipas,TRO,1.A.3.b,2024,4536.9965
Tamaulipas,Tamaulipas,WWT,4.D,2024,271.7332
Yucatán,Yucatán,AGS,3.C,2022,313.1337
Yucatán,Yucatán,AWB,3.C.1b,2022,8.4064
Yucatán,Yucatán,CHE,2.B,2022,53.3947
Yucatán,Yucatán,ENE,1.A.1.a,2022,2620.85
Yucatán,Yucatán,ENF,3.A.1,2022,410.9801
Yucatán,Yucatán,IDE,5.A,2022,22.8389
Yucatán,Yucatán,IND,1.A.2,2022,682.1924
Yucatán,Yucatán,IRO,2.C,2022,0.0
Yucatán,Yucatán,MNM,3.A.2,2022,110.9275
Yucatán,Yucatán,N2O,3.C.5-6,2022,44.9583
Yucatán,Yucatán,NEU,2.D,2022,1.8809
Yucatán,Yucatán,NFE,2.C,2022,2.2451
Yucatán,Yucatán,NMM,2.A,2022,1803.9371
Yucatán,Yucatán,PRO_FFF,1.B,2022,65.2716
Yucatán,Yucatán,PRU_SOL,2.D-2G,2022,361.6303
Yucatán,Yucatán,RCO,1.A.4,2022,560.739
Yucatán,Yucatán,REF_TRF,1.A.1.bc,2022,375.5691
Yucatán,Yucatán,SWD_INC,4.C,2022,9.148
Yucatán,Yucatán,SWD_LDF,4.A,2022,8.4854
Yucatán,Yucatán,TNR_Aviation_CDS,1.A.3.a,2022,18.8209
Yucatán,Yucatán,TNR_Aviation_CRS,1.A.3.a,2022,18.2868
Yucatán,Yucatán,TNR_Aviation_LTO,1.A.3.a,2022,5.9375
Yucatán,Yucatán,TNR_Other,1.A.3.ce,2022,29.4325
Yucatán,Yucatán,TNR_Ship,1.A.3.d,2022,20.1564
Yucatán,Yucatán,TRO,1.A.3.b,2022,4244.193
Yucatán,Yucatán,WWT,4.D,2022,131.8739
Yucatán,Yucatán,AGS,3.C,2023,314.1673
Yucatán,Yucatán,AWB,3.C.1b,2023,8.5944
Yucatán,Yucatán,CHE,2.B,2023,53.2226
Yucatán,Yucatán,ENE,1.A.1.a,2023,3279.16
Yucatán,Yucatán,ENF,3.A.1,2023,414.0706
Yucatán,Yucatán,IDE,5.A,2023,23.4363
Yucatán,Yucatán,IND,1.A.2,2023,704.3851
Yucatán,Yucatán,IRO,2.C,2023,0.0
Yucatán,Yucatán,MNM,3.A.2,2023,112.6185
Yucatán,Yucatán,N2O,3.C.5-6,2023,45.0097
Yucatán,Yucatán,NEU,2.D,2023,2.0247
Yucatán,Yucatán,NFE,2.C,2023,2.3994
Yucatán,Yucatán,NMM,2.A,2023,1779.7806
Yucatán,Yucatán,PRO_FFF,1.B,2023,66.0941
Yucatán,Yucatán,PRU_SOL,2.D-2G,2023,391.0199
Yucatán,Yucatán,RCO,1.A.4,2023,532.8313
Yucatán,Yucatán,REF_TRF,1.A.1.bc,2023,398.3746
Yucatán,Yucatán,SWD_INC,4.C,2023,9.5246
Yucatán,Yucatán,SWD_LDF,4.A,2023,8.7275
Yucatán,Yucatán,TNR_Aviation_CDS,1.A.3.a,2023,22.5425
Yucatán,Yucatán,TNR_Aviation_CRS,1.A.3.a,2023,21.8783
Yucatán,Yucatán,TNR_Aviation_LTO,1.A.3.a,2023,7.1271
Yucatán,Yucatán,TNR_Other,1.A.3.ce,2023,29.4857
Yucatán,Yucatán,TNR_Ship,1.A.3.d,2023,21.9846
Yucatán,Yucatán,TRO,1.A.3.b,2023,4120.445
Yucatán,Yucatán,WWT,4.D,2023,136.2813
Yucatán,Yucatán,AGS,3.C,2024,310.937
Yucatán,Yucatán,AWB,3.C.1b,2024,8.2167
Yucatán,Yucatán,CHE,2.B,2024,53.1484
Yucatán,Yucatán,ENE,1.A.1.a,2024,3980.66
Yucatán,Yucatán,ENF,3.A.1,2024,411.3935
Yucatán,Yucatán,IDE,5.A,2024,24.4831
Yucatán,Yucatán,IND,1.A.2,2024,709.5906
Yucatán,Yucatán,IRO,2.C,2024,0.0
Yucatán,Yucatán,MNM,3.A.2,2024,114.2934
Yucatán,Yucatán,N2O,3.C.5-6,2024,44.8241
Yucatán,Yucatán,NEU,2.D,2024,2.1466
Yucatán,Yucatán,NFE,2.C,2024,2.4949
Yucatán,Yucatán,NMM,2.A,2024,1779.7806
Yucatán,Yucatán,PRO_FFF,1.B,2024,65.6407
Yucatán,Yucatán,PRU_SOL,2.D-2G,2024,410.686
Yucatán,Yucatán,RCO,1.A.4,2024,536.9454
Yucatán,Yucatán,REF_TRF,1.A.1.bc,2024,399.1832
Yucatán,Yucatán,SWD_INC,4.C,2024,9.6636
Yucatán,Yucatán,SWD_LDF,4.A,2024,8.7475
Yucatán,Yucatán,TNR_Aviation_CDS,1.A.3.a,2024,24.2437
Yucatán,Yucatán,TNR_Aviation_CRS,1.A.3.a,2024,23.5279
Yucatán,Yucatán,TNR_Aviation_LTO,1.A.3.a,2024,7.6659
Yucatán,Yucatán,TNR_Other,1.A.3.ce,2024,29.7459
Yucatán,Yucatán,TNR_Ship,1.A.3.d,2024,17.7611
Yucatán,Yucatán,TRO,1.A.3.b,2024,4156.8015
Yucatán,Yucatán,WWT,4.D,2024,137.7858
Zacatecas,Zacatecas,AGS,3.C,2017,1373.433
Zacatecas,Zacatecas,AWB,3.C.1b,2017,34.9179
Zacatecas,Zacatecas,CHE,2.B,2017,14.5637
Zacatecas,Zacatecas,ENE,1.A.1.a,2017,609.259
Zacatecas,Zacatecas,ENF,3.A.1,2017,1154.6
Zacatecas,Zacatecas,IDE,5.A,2017,103.597
Zacatecas,Zacatecas,IND,1.A.2,2017,191.2985
Zacatecas,Zacatecas,IRO,2.C,2017,0.0
Zacatecas,Zacatecas,MNM,3.A.2,2017,94.4141
Zacatecas,Zacatecas,N2O,3.C.5-6,2017,191.4909
Zacatecas,Zacatecas,NEU,2.D,2017,0.5408
Zacatecas,Zacatecas,NFE,2.C,2017,1.0862
Zacatecas,Zacatecas,NMM,2.A,2017,0.0398
Zacatecas,Zacatecas,PRO_FFF,1.B,2017,10.8354
Zacatecas,Zacatecas,PRU_SOL,2.D-2G,2017,104.2911
Zacatecas,Zacatecas,RCO,1.A.4,2017,602.8864
Zacatecas,Zacatecas,REF_TRF,1.A.1.bc,2017,133.9939
Zacatecas,Zacatecas,SWD_INC,4.C,2017,3.1263
Zacatecas,Zacatecas,SWD_LDF,4.A,2017,3.1443
Zacatecas,Zacatecas,TNR_Aviation_CDS,1.A.3.a,2017,20.3334
Zacatecas,Zacatecas,TNR_Aviation_CRS,1.A.3.a,2017,73.1199
Zacatecas,Zacatecas,TNR_Aviation_LTO,1.A.3.a,2017,1.8372
Zacatecas,Zacatecas,TNR_Other,1.A.3.ce,2017,72.9353
Zacatecas,Zacatecas,TNR_Ship,1.A.3.d,2017,0.0
Zacatecas,Zacatecas,TRO,1.A.3.b,2017,3027.5147
Zacatecas,Zacatecas,WWT,4.D,2017,44.6008
Zacatecas,Zacatecas,AGS,3.C,2018,1375.1827
Zacatecas,Zacatecas,AWB,3.C.1b,2018,34.1916
Zacatecas,Zacatecas,CHE,2.B,2018,16.7535
Zacatecas,Zacatecas,ENE,1.A.1.a,2018,576.2
Zacatecas,Zacatecas,ENF,3.A.1,2018,1163.509
Zacatecas,Zacatecas,IDE,5.A,2018,93.4977
Zacatecas,Zacatecas,IND,1.A.2,2018,130.8665
Zacatecas,Zacatecas,IRO,2.C,2018,0.0
Zacatecas,Zacatecas,MNM,3.A.2,2018,95.6331
Zacatecas,Zacatecas,N2O,3.C.5-6,2018,192.2969
Zacatecas,Zacatecas,NEU,2.D,2018,0.58
Zacatecas,Zacatecas,NFE,2.C,2018,1.2631
Zacatecas,Zacatecas,NMM,2.A,2018,0.0459
Zacatecas,Zacatecas,PRO_FFF,1.B,2018,11.0597
Zacatecas,Zacatecas,PRU_SOL,2.D-2G,2018,125.5096
Zacatecas,Zacatecas,RCO,1.A.4,2018,630.8029
Zacatecas,Zacatecas,REF_TRF,1.A.1.bc,2018,188.127
Zacatecas,Zacatecas,SWD_INC,4.C,2018,3.6234
Zacatecas,Zacatecas,SWD_LDF,4.A,2018,3.6211
Zacatecas,Zacatecas,TNR_Aviation_CDS,1.A.3.a,2018,21.2192
Zacatecas,Zacatecas,TNR_Aviation_CRS,1.A.3.a,2018,76.2817
Zacatecas,Zacatecas,TNR_Aviation_LTO,1.A.3.a,2018,1.9169
Zacatecas,Zacatecas,TNR_Other,1.A.3.ce,2018,68.957
Zacatecas,Zacatecas,TNR_Ship,1.A.3.d,2018,0.0
Zacatecas,Zacatecas,TRO,1.A.3.b,2018,2949.1292
Zacatecas,Zacatecas,WWT,4.D,2018,50.9647
Zacatecas,Zacatecas,AGS,3.C,2019,1339.374
Zacatecas,Zacatecas,AWB,3.C.1b,2019,31.9998
Zacatecas,Zacatecas,CHE,2.B,2019,19.7366
Zacatecas,Zacatecas,ENE,1.A.1.a,2019,554.834
Zacatecas,Zacatecas,ENF,3.A.1,2019,1172.8711
Zacatecas,Zacatecas,IDE,5.A,2019,101.056
Zacatecas,Zacatecas,IND,1.A.2,2019,125.2962
Zacatecas,Zacatecas,IRO,2.C,2019,0.0
Zacatecas,Zacatecas,MNM,3.A.2,2019,96.868
Zacatecas,Zacatecas,N2O,3.C.5-6,2019,187.0355
Zacatecas,Zacatecas,NEU,2.D,2019,0.5392
Zacatecas,Zacatecas,NFE,2.C,2019,1.3229
Zacatecas,Zacatecas,NMM,2.A,2019,0.0465
Zacatecas,Zacatecas,PRO_FFF,1.B,2019,11.328
Zacatecas,Zacatecas,PRU_SOL,2.D-2G,2019,132.2964
Zacatecas,Zacatecas,RCO,1.A.4,2019,595.3417
Zacatecas,Zacatecas,REF_TRF,1.A.1.bc,2019,199.4835
Zacatecas,Zacatecas,SWD_INC,4.C,2019,3.6801
Zacatecas,Zacatecas,SWD_LDF,4.A,2019,3.6218
Zacatecas,Zacatecas,TNR_Aviation_CDS,1.A.3.a,2019,21.5243
Zacatecas,Zacatecas,TNR_Aviation_CRS,1.A.3.a,2019,77.333
Zacatecas,Zacatecas,TNR_Aviation_LTO,1.A.3.a,2019,1.944
Zacatecas,Zacatecas,TNR_Other,1.A.3.ce,2019,70.2143
Zacatecas,Zacatecas,TNR_Ship,1.A.3.d,2019,0.0
Zacatecas,Zacatecas,TRO,1.A.3.b,2019,2999.7888
Zacatecas,Zacatecas,WWT,4.D,2019,52.7358
Zacatecas,Zacatecas,AGS,3.C,2020,1421.5483
Zacatecas,Zacatecas,AWB,3.C.1b,2020,33.9092
Zacatecas,Zacatecas,CHE,2.B,2020,21.3726
Zacatecas,Zacatecas,ENE,1.A.1.a,2020,642.289
Zacatecas,Zacatecas,ENF,3.A.1,2020,1182.6861
Zacatecas,Zacatecas,IDE,5.A,2020,79.343
Zacatecas,Zacatecas,IND,1.A.2,2020,123.8986
Zacatecas,Zacatecas,IRO,2.C,2020,0.0
Zacatecas,Zacatecas,MNM,3.A.2,2020,97.9448
Zacatecas,Zacatecas,N2O,3.C.5-6,2020,199.5539
Zacatecas,Zacatecas,NEU,2.D,2020,0.9143
Zacatecas,Zacatecas,NFE,2.C,2020,1.2035
Zacatecas,Zacatecas,NMM,2.A,2020,0.0558
Zacatecas,Zacatecas,PRO_FFF,1.B,2020,11.6085
Zacatecas,Zacatecas,PRU_SOL,2.D-2G,2020,140.5901
Zacatecas,Zacatecas,RCO,1.A.4,2020,559.5721
Zacatecas,Zacatecas,REF_TRF,1.A.1.bc,2020,175.3105
Zacatecas,Zacatecas,SWD_INC,4.C,2020,3.7364
Zacatecas,Zacatecas,SWD_LDF,4.A,2020,3.6224
Zacatecas,Zacatecas,TNR_Aviation_CDS,1.A.3.a,2020,10.2455
Zacatecas,Zacatecas,TNR_Aviation_CRS,1.A.3.a,2020,37.0688
Zacatecas,Zacatecas,TNR_Aviation_LTO,1.A.3.a,2020,0.9283
Zacatecas,Zacatecas,TNR_Other,1.A.3.ce,2020,42.4351
Zacatecas,Zacatecas,TNR_Ship,1.A.3.d,2020,0.0
Zacatecas,Zacatecas,TRO,1.A.3.b,2020,2126.3162
Zacatecas,Zacatecas,WWT,4.D,2020,53.7745
Zacatecas,Zacatecas,AGS,3.C,2021,1419.813
Zacatecas,Zacatecas,AWB,3.C.1b,2021,34.992
Zacatecas,Zacatecas,CHE,2.B,2021,22.1594
Zacatecas,Zacatecas,ENE,1.A.1.a,2021,570.121
Zacatecas,Zacatecas,ENF,3.A.1,2021,1190.3386
Zacatecas,Zacatecas,IDE,5.A,2021,74.1966
Zacatecas,Zacatecas,IND,1.A.2,2021,91.3138
Zacatecas,Zacatecas,IRO,2.C,2021,0.0
Zacatecas,Zacatecas,MNM,3.A.2,2021,99.0384
Zacatecas,Zacatecas,N2O,3.C.5-6,2021,197.8049
Zacatecas,Zacatecas,NEU,2.D,2021,0.9699
Zacatecas,Zacatecas,NFE,2.C,2021,1.0445
Zacatecas,Zacatecas,NMM,2.A,2021,0.0607
Zacatecas,Zacatecas,PRO_FFF,1.B,2021,11.9354
Zacatecas,Zacatecas,PRU_SOL,2.D-2G,2021,146.4048
Zacatecas,Zacatecas,RCO,1.A.4,2021,556.5476
Zacatecas,Zacatecas,REF_TRF,1.A.1.bc,2021,148.2314
Zacatecas,Zacatecas,SWD_INC,4.C,2021,3.792
Zacatecas,Zacatecas,SWD_LDF,4.A,2021,3.6244
Zacatecas,Zacatecas,TNR_Aviation_CDS,1.A.3.a,2021,11.3069
Zacatecas,Zacatecas,TNR_Aviation_CRS,1.A.3.a,2021,40.8992
Zacatecas,Zacatecas,TNR_Aviation_LTO,1.A.3.a,2021,1.0244
Zacatecas,Zacatecas,TNR_Other,1.A.3.ce,2021,38.6778
Zacatecas,Zacatecas,TNR_Ship,1.A.3.d,2021,0.0
Zacatecas,Zacatecas,TRO,1.A.3.b,2021,2087.0698
Zacatecas,Zacatecas,WWT,4.D,2021,54.6659
Zacatecas,Zacatecas,AGS,3.C,2022,1355.9295
Zacatecas,Zacatecas,AWB,3.C.1b,2022,32.7591
Zacatecas,Zacatecas,CHE,2.B,2022,22.4541
Zacatecas,Zacatecas,ENE,1.A.1.a,2022,387.999
Zacatecas,Zacatecas,ENF,3.A.1,2022,1198.5399
Zacatecas,Zacatecas,IDE,5.A,2022,82.5256
Zacatecas,Zacatecas,IND,1.A.2,2022,95.1479
Zacatecas,Zacatecas,IRO,2.C,2022,0.0
Zacatecas,Zacatecas,MNM,3.A.2,2022,99.7597
Zacatecas,Zacatecas,N2O,3.C.5-6,2022,190.9152
Zacatecas,Zacatecas,NEU,2.D,2022,0.791
Zacatecas,Zacatecas,NFE,2.C,2022,1.0758
Zacatecas,Zacatecas,NMM,2.A,2022,0.0584
Zacatecas,Zacatecas,PRO_FFF,1.B,2022,12.2736
Zacatecas,Zacatecas,PRU_SOL,2.D-2G,2022,154.6698
Zacatecas,Zacatecas,RCO,1.A.4,2022,640.8521
Zacatecas,Zacatecas,REF_TRF,1.A.1.bc,2022,157.9386
Zacatecas,Zacatecas,SWD_INC,4.C,2022,3.847
Zacatecas,Zacatecas,SWD_LDF,4.A,2022,3.6264
Zacatecas,Zacatecas,TNR_Aviation_CDS,1.A.3.a,2022,16.3153
Zacatecas,Zacatecas,TNR_Aviation_CRS,1.A.3.a,2022,58.9425
Zacatecas,Zacatecas,TNR_Aviation_LTO,1.A.3.a,2022,1.4773
Zacatecas,Zacatecas,TNR_Other,1.A.3.ce,2022,61.2214
Zacatecas,Zacatecas,TNR_Ship,1.A.3.d,2022,0.0
Zacatecas,Zacatecas,TRO,1.A.3.b,2022,2534.517
Zacatecas,Zacatecas,WWT,4.D,2022,55.457
Zacatecas,Zacatecas,AGS,3.C,2023,1348.9172
Zacatecas,Zacatecas,AWB,3.C.1b,2023,29.9986
Zacatecas,Zacatecas,CHE,2.B,2023,22.4237
Zacatecas,Zacatecas,ENE,1.A.1.a,2023,378.722
Zacatecas,Zacatecas,ENF,3.A.1,2023,1205.5815
Zacatecas,Zacatecas,IDE,5.A,2023,84.6609
Zacatecas,Zacatecas,IND,1.A.2,2023,101.0908
Zacatecas,Zacatecas,IRO,2.C,2023,0.0
Zacatecas,Zacatecas,MNM,3.A.2,2023,100.7161
Zacatecas,Zacatecas,N2O,3.C.5-6,2023,190.9001
Zacatecas,Zacatecas,NEU,2.D,2023,0.8531
Zacatecas,Zacatecas,NFE,2.C,2023,1.1426
Zacatecas,Zacatecas,NMM,2.A,2023,0.06
Zacatecas,Zacatecas,PRO_FFF,1.B,2023,12.5446
Zacatecas,Zacatecas,PRU_SOL,2.D-2G,2023,167.4292
Zacatecas,Zacatecas,RCO,1.A.4,2023,616.1202
Zacatecas,Zacatecas,REF_TRF,1.A.1.bc,2023,167.8426
Zacatecas,Zacatecas,SWD_INC,4.C,2023,4.0129
Zacatecas,Zacatecas,SWD_LDF,4.A,2023,3.736
Zacatecas,Zacatecas,TNR_Aviation_CDS,1.A.3.a,2023,19.6678
Zacatecas,Zacatecas,TNR_Aviation_CRS,1.A.3.a,2023,70.7025
Zacatecas,Zacatecas,TNR_Aviation_LTO,1.A.3.a,2023,1.7768
Zacatecas,Zacatecas,TNR_Other,1.A.3.ce,2023,61.332
Zacatecas,Zacatecas,TNR_Ship,1.A.3.d,2023,0.0
Zacatecas,Zacatecas,TRO,1.A.3.b,2023,2470.0527
Zacatecas,Zacatecas,WWT,4.D,2023,57.4179
Zacatecas,Zacatecas,AGS,3.C,2024,1335.6935
Zacatecas,Zacatecas,AWB,3.C.1b,2024,27.9902
Zacatecas,Zacatecas,CHE,2.B,2024,22.3924
Zacatecas,Zacatecas,ENE,1.A.1.a,2024,378.766
Zacatecas,Zacatecas,ENF,3.A.1,2024,1200.2085
Zacatecas,Zacatecas,IDE,5.A,2024,88.4376
Zacatecas,Zacatecas,IND,1.A.2,2024,101.7732
Zacatecas,Zacatecas,IRO,2.C,2024,0.0
Zacatecas,Zacatecas,MNM,3.A.2,2024,101.4916
Zacatecas,Zacatecas,N2O,3.C.5-6,2024,189.9132
Zacatecas,Zacatecas,NEU,2.D,2024,0.9044
Zacatecas,Zacatecas,NFE,2.C,2024,1.1828
Zacatecas,Zacatecas,NMM,2.A,2024,0.06
Zacatecas,Zacatecas,PRO_FFF,1.B,2024,12.8182
Zacatecas,Zacatecas,PRU_SOL,2.D-2G,2024,175.7087
Zacatecas,Zacatecas,RCO,1.A.4,2024,620.8689
Zacatecas,Zacatecas,REF_TRF,1.A.1.bc,2024,168.1833
Zacatecas,Zacatecas,SWD_INC,4.C,2024,4.0715
Zacatecas,Zacatecas,SWD_LDF,4.A,2024,3.7455
Zacatecas,Zacatecas,TNR_Aviation_CDS,1.A.3.a,2024,21.1594
Zacatecas,Zacatecas,TNR_Aviation_CRS,1.A.3.a,2024,76.0443
Zacatecas,Zacatecas,TNR_Aviation_LTO,1.A.3.a,2024,1.9113
Zacatecas,Zacatecas,TNR_Other,1.A.3.ce,2024,61.8733
Zacatecas,Zacatecas,TNR_Ship,1.A.3.d,2024,0.0
Zacatecas,Zacatecas,TRO,1.A.3.b,2024,2491.8483
Zacatecas,Zacatecas,WWT,4.D,2024,58.0517
